food,coefTemp,coefPrecip,coefHumidity,coefWind,intercept,meanPred,stdPred
국밥,-0.11454232221564391,-0.028216113439851233,0.06200034435536708,0.004293575116423006,27.90861709325469,30.209504076367388,1.251250987686655
칼국수,-0.20450504585931123,0.11839588189704292,0.16753883909429307,0.6572262413567699,22.102691173337075,32.132676676986584,3.4752976794103834
냉면,1.4453854300748197,-0.1485119416888126,-0.20232407572574423,1.4477499397763491,13.365189246866208,23.990807987616108,14.769998575954153
파전,-0.0036750543555298322,0.10643104106048437,0.014661845722055339,0.3595997449121168,1.3684547087939292,3.538452899896801,1.523280386359322
팥빙수,0.484600279913054,-0.0321009017117177,0.018033197475520988,0.16506336485650203,-2.218797289778437,6.323190113519093,5.268552386220139
